"","IIdx","Rank","Dist","NIdx","NID","MSLD","ND","TVD","MSFD","Donated"
"295",59,4,0.410191776781634,103,284,-1.109636079,-0.393788889,-0.393788889,0.228911412,0
"296",59,5,0.410708200671933,101,172,-1.109636079,-0.393788889,-0.393788889,0.190349155,1
"297",60,1,0.255206338520144,34,446,-1.109636079,-1.379091478,-1.379091478,0.860175521,1
"298",60,2,0.280166560319159,421,737,-1.109636079,-1.300118066,-1.300118066,1.31687973,1
"299",60,3,0.314730890095364,29,606,-1.109636079,-1.581034348,-1.581034348,1.164186551,0
"300",60,4,0.3384767464731,26,330,-1.536100669,-1.451648015,-1.451648015,1.002640843,0
"301",60,5,0.396577423412675,88,274,-1.109636079,-1.117854791,-1.117854791,1.164186551,0
"302",61,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"303",61,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"304",61,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"305",61,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"306",61,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"307",62,1,0.326069515725519,551,365,0.776698353,0.643738116,0.643738116,0.266799003,1
"308",62,2,0.326069515725519,335,343,0.776698353,0.643738116,0.643738116,0.266799003,0
"309",62,3,0.425476460613136,284,137,0.471473252,0.643738116,0.643738116,-0.101636954,0
"310",62,4,0.470727364188972,528,267,0.471473252,0.643738116,0.643738116,-0.147060021,0
"311",62,5,0.47964529766794,275,735,0.235528465,0.643738116,0.643738116,-0.101636954,0
"312",63,1,0.191882564850508,207,257,0.471473252,-1.451648015,-1.451648015,1.390287505,1
"313",63,2,0.230612876921991,200,669,0.578782997,-1.379091478,-1.379091478,1.030239339,0
"314",63,3,0.282313219416243,205,205,0.578782997,-1.300118066,-1.300118066,1.002640843,0
"315",63,4,0.351960385429715,219,465,0.776698353,-1.379091478,-1.379091478,0.974755346,0
"316",63,5,0.354087792885578,223,76,0.776698353,-1.581034348,-1.581034348,1.31687973,0
"317",64,1,0.146713671455302,421,737,-1.109636079,-1.300118066,-1.300118066,1.31687973,1
"318",64,2,0.199493260349312,97,212,-1.109636079,-1.213548964,-1.213548964,1.531849046,1
"319",64,3,0.259375993692026,92,279,-1.109636079,-1.300118066,-1.300118066,1.600215287,0
"320",64,4,0.307672385131644,88,274,-1.109636079,-1.117854791,-1.117854791,1.164186551,0
"321",64,5,0.361174082054773,114,29,-1.109636079,-1.01100296,-1.01100296,1.414353547,0
"322",65,1,0.326069515725519,551,365,0.776698353,0.643738116,0.643738116,0.266799003,1
"323",65,2,0.326069515725519,335,343,0.776698353,0.643738116,0.643738116,0.266799003,0
"324",65,3,0.425476460613136,284,137,0.471473252,0.643738116,0.643738116,-0.101636954,0
"325",65,4,0.470727364188972,528,267,0.471473252,0.643738116,0.643738116,-0.147060021,0
"326",65,5,0.47964529766794,275,735,0.235528465,0.643738116,0.643738116,-0.101636954,0
"327",66,1,0.208170543209795,309,37,1.121961092,0.643738116,0.643738116,-0.241291892,0
"328",66,2,0.312724602500965,281,390,0.776698353,0.643738116,0.643738116,-0.340579242,1
"329",66,3,0.376911712318665,554,2,1.348487,0.643738116,0.643738116,-0.101636954,0
"330",66,4,0.379819056906372,337,327,1.348487,0.643738116,0.643738116,-0.147060021,0
"331",66,5,0.402475595887101,325,558,1.348487,0.643738116,0.643738116,-0.241291892,0
"332",67,1,0.2709814425613,302,713,0.471473252,-0.149807866,-0.149807866,1.084605966,0
"333",67,2,0.282005916459129,300,599,0.471473252,-0.149807866,-0.149807866,1.030239339,0
"334",67,3,0.291348939977413,299,716,0.471473252,-0.149807866,-0.149807866,1.002640843,0
"335",67,4,0.403875563348833,547,577,0.471473252,-0.149807866,-0.149807866,1.414353547,0
"336",67,5,0.497083421933451,297,234,0.235528465,0.172880205,0.172880205,0.830725571,0
"337",68,1,0.147157190205789,279,194,1.348487,-1.379091478,-1.379091478,0.974755346,0
"338",68,2,0.187753580792371,282,325,1.487729835,-1.518714928,-1.518714928,0.974755346,0
"339",68,3,0.234608178491851,526,418,1.275527738,-1.451648015,-1.451648015,1.291991927,1
"340",68,4,0.444972349692673,524,22,1.487729835,-1.745027626,-1.745027626,1.111388605,0
"341",68,5,0.571899822787519,230,634,0.956547268,-1.300118066,-1.300118066,0.770789474,0
"342",69,1,0.320616737072225,159,113,0.235528465,-1.01100296,-1.01100296,0.614359355,0
"343",69,2,0.333308246173363,188,62,0.104209089,-0.890212447,-0.890212447,0.830725571,1
"344",69,3,0.399645536871101,443,351,0.235528465,-1.01100296,-1.01100296,0.376708903,0
"345",69,4,0.421747284968906,479,273,0.235528465,-1.01100296,-1.01100296,0.88929393,0
"346",69,5,0.431128486270104,187,717,0.104209089,-1.01100296,-1.01100296,1.002640843,0
"347",70,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"348",70,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"349",70,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"350",70,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"351",70,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"352",71,1,0.0918749754422337,232,102,0.471473252,-0.393788889,-0.393788889,0.266799003,0
"353",71,2,0.146738353751094,239,394,0.471473252,-0.393788889,-0.393788889,0.340670342,1
"354",71,3,0.178548941182474,242,17,0.471473252,-0.393788889,-0.393788889,0.376708903,0
"355",71,4,0.204140603555581,492,91,0.357442558,-0.393788889,-0.393788889,0.376708903,0
"356",71,5,0.277019995698425,250,658,0.471473252,-0.393788889,-0.393788889,0.481527201,0
"357",72,1,0.202842357978104,224,647,0.776698353,-0.149807866,-0.149807866,-0.290258347,1
"358",72,2,0.269339064616874,501,46,0.776698353,-0.149807866,-0.149807866,-0.101636954,0
"359",72,3,0.269339064616874,248,153,0.776698353,-0.149807866,-0.149807866,-0.101636954,0
"360",72,4,0.270268458199985,273,349,0.956547268,-0.149807866,-0.149807866,-0.013839696,0
"361",72,5,0.270268458199985,518,363,0.956547268,-0.149807866,-0.149807866,-0.013839696,0
"362",73,1,0.165907651956893,575,541,2.384871657,1.49423964,1.49423964,0.412182818,0
"363",73,2,1.11503866432114,572,698,1.487729835,1.49423964,1.49423964,-0.241291892,0
"364",73,3,1.11503866432114,571,169,1.487729835,1.49423964,1.49423964,-0.241291892,0
"365",73,4,1.11503866432114,570,496,1.487729835,1.49423964,1.49423964,-0.241291892,0
"366",73,5,1.11503866432114,569,337,1.487729835,1.49423964,1.49423964,-0.241291892,0
"367",74,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"368",74,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"369",74,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"370",74,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"371",74,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"372",75,1,0.119217352219563,378,475,1.487729835,-0.149807866,-0.149807866,0.860175521,0
"373",75,2,0.165028676857663,360,595,1.487729835,-0.149807866,-0.149807866,0.614359355,0
"374",75,3,0.207056880826288,361,333,1.348487,-0.149807866,-0.149807866,0.830725571,0
"375",75,4,0.419735741404634,369,281,1.682186116,-0.393788889,-0.393788889,0.740281188,1
"376",75,5,0.463193489503069,364,645,1.487729835,-0.393788889,-0.393788889,1.002640843,0
"377",76,1,0.279352460886526,280,201,0.471473252,-0.589133831,-0.589133831,1.341555111,0
"378",76,2,0.368084580605866,525,430,0.471473252,-0.751539609,-0.751539609,1.438225239,0
"379",76,3,0.415806898340655,512,411,0.471473252,-0.890212447,-0.890212447,1.366022838,0
"380",76,4,0.438066539590442,295,428,0.776698353,-0.751539609,-0.751539609,1.366022838,0
"381",76,5,0.445072110078698,276,572,0.776698353,-0.589133831,-0.589133831,0.800933818,0
"382",77,1,0.0462517773292655,274,723,0.776698353,0.172880205,0.172880205,-0.101636954,0
"383",77,2,0.0462517773292655,523,125,0.776698353,0.172880205,0.172880205,-0.101636954,0
"384",77,3,0.248702043840062,532,611,0.776698353,0.172880205,0.172880205,0.190349155,0
"385",77,4,0.25354165174079,522,639,0.956547268,0.172880205,0.172880205,-0.241291892,0
"386",77,5,0.283081041539531,503,504,0.776698353,0.172880205,0.172880205,-0.340579242,0
"387",78,1,0.384146636512257,95,386,-0.572448496,-1.213548964,-1.213548964,1.084605966,0
"388",78,2,0.427988835934332,149,586,-0.572448496,-1.300118066,-1.300118066,1.732576379,0
"389",78,3,0.473366707438933,114,29,-1.109636079,-1.01100296,-1.01100296,1.414353547,0
"390",78,4,0.473514953492195,434,53,-1.109636079,-1.01100296,-1.01100296,1.438225239,0
"391",78,5,0.491576709455343,466,7,-0.572448496,-1.213548964,-1.213548964,1.880324157,0
"392",79,1,0.162905933128804,273,349,0.956547268,-0.149807866,-0.149807866,-0.013839696,0
"393",79,2,0.162905933128804,518,363,0.956547268,-0.149807866,-0.149807866,-0.013839696,0
"394",79,3,0.214452418715625,263,185,0.776698353,-0.149807866,-0.149807866,0.070270318,0
"395",79,4,0.25479529476658,256,260,0.776698353,-0.149807866,-0.149807866,-0.013839696,1
"396",79,5,0.3106424965471,303,167,0.956547268,-0.149807866,-0.149807866,0.447115082,0
"397",80,1,0.19712555450535,397,226,-0.810535068,-0.393788889,-0.393788889,-0.877920581,1
"398",80,2,0.25315035641573,47,332,-0.572448496,-0.393788889,-0.393788889,-0.741697737,1
"399",80,3,0.369767627034946,53,132,-0.572448496,-0.393788889,-0.393788889,-0.616712577,1
"400",80,4,0.369767627034946,412,470,-0.572448496,-0.393788889,-0.393788889,-0.616712577,1
"401",80,5,0.369767627034946,408,366,-0.572448496,-0.393788889,-0.393788889,-0.616712577,1
"402",81,1,0.165907651956893,575,541,2.384871657,1.49423964,1.49423964,0.412182818,0
"403",81,2,1.11503866432114,572,698,1.487729835,1.49423964,1.49423964,-0.241291892,0
"404",81,3,1.11503866432114,571,169,1.487729835,1.49423964,1.49423964,-0.241291892,0
"405",81,4,1.11503866432114,570,496,1.487729835,1.49423964,1.49423964,-0.241291892,0
"406",81,5,1.11503866432114,569,337,1.487729835,1.49423964,1.49423964,-0.241291892,0
"407",82,1,0.0630810607942815,142,359,0.471473252,-1.117854791,-1.117854791,0.266799003,0
"408",82,2,0.136357816237655,163,533,0.471473252,-1.01100296,-1.01100296,0.376708903,0
"409",82,3,0.221815371988915,461,270,0.578782997,-1.213548964,-1.213548964,0.412182818,0
"410",82,4,0.260043932996306,443,351,0.235528465,-1.01100296,-1.01100296,0.376708903,0
"411",82,5,0.324210756989771,182,709,0.357442558,-0.890212447,-0.890212447,0.412182818,0
"412",83,1,0.121686560097796,120,705,-1.109636079,0.643738116,0.643738116,-0.951183901,1
"413",83,2,0.121686560097796,441,165,-1.109636079,0.643738116,0.643738116,-0.951183901,1
"414",83,3,0.121686560097796,121,651,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"415",83,4,0.121686560097796,119,51,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"416",83,5,0.121686560097796,113,687,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"417",84,1,0.120252354097252,62,45,-1.109636079,0.643738116,0.643738116,-1.639570526,0
"418",84,2,0.120252354097252,64,369,-1.109636079,0.643738116,0.643738116,-1.639570526,1
"419",84,3,0.120252354097252,416,542,-1.109636079,0.643738116,0.643738116,-1.639570526,1
"420",84,4,0.120252354097252,66,66,-1.109636079,0.643738116,0.643738116,-1.639570526,0
"421",84,5,0.120252354097252,67,448,-1.109636079,0.643738116,0.643738116,-1.639570526,0
"422",85,1,0.149351494538704,34,446,-1.109636079,-1.379091478,-1.379091478,0.860175521,1
"423",85,2,0.254579447074177,31,298,-1.109636079,-1.300118066,-1.300118066,0.6781243,1
"424",85,3,0.293640071518894,15,40,-1.109636079,-1.451648015,-1.451648015,0.709397,1
"425",85,4,0.318743757882966,45,721,-1.109636079,-1.213548964,-1.213548964,0.646449775,1
"426",85,5,0.318743757882966,44,712,-1.109636079,-1.213548964,-1.213548964,0.646449775,0
"427",86,1,0.138452891183129,351,660,1.348487,1.49423964,1.49423964,-0.340579242,0
"428",86,2,0.138452891183129,562,60,1.348487,1.49423964,1.49423964,-0.340579242,0
"429",86,3,0.138452891183129,349,251,1.348487,1.49423964,1.49423964,-0.340579242,0
"430",86,4,0.138452891183129,358,302,1.348487,1.49423964,1.49423964,-0.340579242,0
"431",86,5,0.138452891183129,357,116,1.348487,1.49423964,1.49423964,-0.340579242,0
"432",87,1,0.129366265198485,269,551,0.471473252,1.49423964,1.49423964,-0.951183901,0
"433",87,2,0.129366265198485,513,625,0.471473252,1.49423964,1.49423964,-0.951183901,0
"434",87,3,0.129366265198485,268,152,0.471473252,1.49423964,1.49423964,-0.951183901,0
"435",87,4,0.129366265198485,514,592,0.471473252,1.49423964,1.49423964,-0.951183901,0
"436",87,5,0.129366265198485,515,552,0.471473252,1.49423964,1.49423964,-0.951183901,1
"437",88,1,0.181682061591205,309,37,1.121961092,0.643738116,0.643738116,-0.241291892,0
"438",88,2,0.280882826067463,281,390,0.776698353,0.643738116,0.643738116,-0.340579242,1
"439",88,3,0.376927326583424,337,327,1.348487,0.643738116,0.643738116,-0.147060021,0
"440",88,4,0.379205850519099,554,2,1.348487,0.643738116,0.643738116,-0.101636954,0
"441",88,5,0.389435491100191,325,558,1.348487,0.643738116,0.643738116,-0.241291892,0
"442",89,1,0.147157190205789,279,194,1.348487,-1.379091478,-1.379091478,0.974755346,0
"443",89,2,0.187753580792371,282,325,1.487729835,-1.518714928,-1.518714928,0.974755346,0
"444",89,3,0.234608178491851,526,418,1.275527738,-1.451648015,-1.451648015,1.291991927,1
"445",89,4,0.444972349692673,524,22,1.487729835,-1.745027626,-1.745027626,1.111388605,0
"446",89,5,0.571899822787519,230,634,0.956547268,-1.300118066,-1.300118066,0.770789474,0
"447",90,1,0.131295664474149,102,662,-1.109636079,-0.149807866,-0.149807866,-0.101636954,0
"448",90,2,0.158434453861028,426,99,-1.109636079,-0.149807866,-0.149807866,-0.241291892,0
"449",90,3,0.412073040225565,84,94,-1.109636079,-0.393788889,-0.393788889,-0.101636954,0
"450",90,4,0.42656916665655,460,503,-1.109636079,0.172880205,0.172880205,-0.193586817,0
"451",90,5,0.42859495394974,148,618,-1.109636079,-0.149807866,-0.149807866,0.266799003,0
"452",91,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"453",91,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"454",91,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"455",91,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"456",91,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"457",92,1,0.0957903850366285,286,318,-0.572448496,0.643738116,0.643738116,0.800933818,1
"458",92,2,0.146812000103566,527,130,-0.572448496,0.643738116,0.643738116,0.646449775,0
"459",92,3,0.280727377548164,301,206,-0.572448496,0.643738116,0.643738116,1.030239339,0
"460",92,4,0.658631445513208,505,442,-0.572448496,0.643738116,0.643738116,0.111065852,0
"461",92,5,0.699080242746678,502,393,-0.572448496,0.643738116,0.643738116,0.070270318,0
"462",93,1,0.127619219029323,532,611,0.776698353,0.172880205,0.172880205,0.190349155,0
"463",93,2,0.165938641808426,274,723,0.776698353,0.172880205,0.172880205,-0.101636954,0
"464",93,3,0.165938641808426,523,125,0.776698353,0.172880205,0.172880205,-0.101636954,0
"465",93,4,0.203735746616038,538,95,0.776698353,0.172880205,0.172880205,0.266799003,0
"466",93,5,0.240772925424905,311,743,0.956547268,0.172880205,0.172880205,0.228911412,0
"467",94,1,0.0486452538991678,510,13,0.956547268,0.643738116,0.643738116,-0.616712577,0
"468",94,2,0.201862973111804,254,186,0.776698353,0.643738116,0.643738116,-0.616712577,0
"469",94,3,0.222362902325336,236,362,0.776698353,0.643738116,0.643738116,-0.741697737,0
"470",94,4,0.222362902325336,235,567,0.776698353,0.643738116,0.643738116,-0.741697737,0
"471",94,5,0.222362902325336,237,114,0.776698353,0.643738116,0.643738116,-0.741697737,0
"472",95,1,0.42717750529602,461,270,0.578782997,-1.213548964,-1.213548964,0.412182818,0
"473",95,2,0.437202485653296,498,629,0.776698353,-0.890212447,-0.890212447,0.646449775,0
"474",95,3,0.475331235892679,230,634,0.956547268,-1.300118066,-1.300118066,0.770789474,0
"475",95,4,0.491548714952401,253,253,0.956547268,-0.751539609,-0.751539609,0.376708903,0
"476",95,5,0.49182971337345,257,21,0.956547268,-0.751539609,-0.751539609,0.412182818,0
"477",96,1,0.148514458192409,163,533,0.471473252,-1.01100296,-1.01100296,0.376708903,0
"478",96,2,0.192641241346366,142,359,0.471473252,-1.117854791,-1.117854791,0.266799003,0
"479",96,3,0.207580249647452,461,270,0.578782997,-1.213548964,-1.213548964,0.412182818,0
"480",96,4,0.266619461651377,443,351,0.235528465,-1.01100296,-1.01100296,0.376708903,0
"481",96,5,0.29630466657095,198,400,0.471473252,-0.890212447,-0.890212447,0.481527201,1
"482",97,1,0.116123213970023,90,653,-0.572448496,-0.393788889,-0.393788889,-0.241291892,0
"483",97,2,0.208735257432646,99,308,-0.572448496,-0.393788889,-0.393788889,-0.101636954,1
"484",97,3,0.287148419203727,107,747,-0.572448496,-0.393788889,-0.393788889,-0.013839696,0
"485",97,4,0.333327970453202,146,432,-0.572448496,-0.149807866,-0.149807866,-0.101636954,1
"486",97,5,0.354933680476503,53,132,-0.572448496,-0.393788889,-0.393788889,-0.616712577,1
"487",98,1,0.222039453175587,205,205,0.578782997,-1.300118066,-1.300118066,1.002640843,0
"488",98,2,0.295060777539626,243,121,0.578782997,-1.01100296,-1.01100296,1.057558576,0
"489",98,3,0.296678442642071,456,600,0.235528465,-1.213548964,-1.213548964,0.740281188,1
"490",98,4,0.323750755432857,200,669,0.578782997,-1.379091478,-1.379091478,1.030239339,0
"491",98,5,0.327534392368726,479,273,0.235528465,-1.01100296,-1.01100296,0.88929393,0
"492",99,1,0.245801254759416,556,738,1.487729835,-0.890212447,-0.890212447,1.291991927,0
"493",99,2,0.379079888670686,370,514,1.487729835,-0.589133831,-0.589133831,1.31687973,0
"494",99,3,0.44282640772596,561,183,1.619113475,-0.589133831,-0.589133831,0.770789474,0
"495",99,4,0.509332203514751,537,462,1.040877736,-0.751539609,-0.751539609,1.002640843,1
"496",99,5,0.518007579964028,548,118,1.348487,-0.589133831,-0.589133831,0.709397,0
"497",100,1,0.0882806146283381,74,54,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"498",100,2,0.0882806146283381,78,476,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"499",100,3,0.0882806146283381,418,24,-0.572448496,0.643738116,0.643738116,-1.639570526,1
"500",100,4,0.0882806146283381,77,311,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"501",100,5,0.0882806146283381,73,546,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"502",101,1,0.171513919956386,133,293,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"503",101,2,0.171513919956386,132,247,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"504",101,3,0.171513919956386,137,220,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"505",101,4,0.171513919956386,124,477,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"506",101,5,0.171513919956386,134,587,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"507",102,1,0.241921684746073,271,488,0.471473252,-0.393788889,-0.393788889,0.770789474,0
"508",102,2,0.314332591720789,251,458,0.235528465,-0.393788889,-0.393788889,0.800933818,1
"509",102,3,0.357767453548916,276,572,0.776698353,-0.589133831,-0.589133831,0.800933818,0
"510",102,4,0.400348440133446,289,679,0.776698353,-0.393788889,-0.393788889,0.770789474,0
"511",102,5,0.421755153209686,280,201,0.471473252,-0.589133831,-0.589133831,1.341555111,0
"512",103,1,0.0678790991836076,555,387,1.348487,0.172880205,0.172880205,0.266799003,0
"513",103,2,0.0678790991836076,343,42,1.348487,0.172880205,0.172880205,0.266799003,0
"514",103,3,0.101604735847373,346,180,1.487729835,0.172880205,0.172880205,0.190349155,0
"515",103,4,0.167470252256481,557,610,1.348487,0.172880205,0.172880205,0.376708903,0
"516",103,5,0.220319249532914,564,49,1.487729835,0.172880205,0.172880205,0.412182818,0
"517",104,1,0.476982949336069,492,91,0.357442558,-0.393788889,-0.393788889,0.376708903,0
"518",104,2,0.493240039222607,151,725,-0.572448496,-0.393788889,-0.393788889,0.228911412,0
"519",104,3,0.495747638838969,152,367,-0.572448496,-0.393788889,-0.393788889,0.266799003,1
"520",104,4,0.50749085324723,428,661,-0.371410514,-0.589133831,-0.589133831,-0.013839696,0
"521",104,5,0.543618872934257,107,747,-0.572448496,-0.393788889,-0.393788889,-0.013839696,0
"522",105,1,0.0950268850403466,247,216,0.471473252,0.643738116,0.643738116,-0.557726799,0
"523",105,2,0.104782315226709,227,43,0.471473252,0.643738116,0.643738116,-0.741697737,0
"524",105,3,0.306318901908814,270,584,0.471473252,0.643738116,0.643738116,-0.340579242,0
"525",105,4,0.306318901908814,272,26,0.471473252,0.643738116,0.643738116,-0.340579242,0
"526",105,5,0.309229232773082,480,404,0.471473252,0.643738116,0.643738116,-0.951183901,0
"527",106,1,0.25987996625208,55,718,-1.109636079,-0.149807866,-0.149807866,-0.741697737,1
"528",106,2,0.25987996625208,409,0,-1.109636079,-0.149807866,-0.149807866,-0.741697737,1
"529",106,3,0.25987996625208,410,124,-1.109636079,-0.149807866,-0.149807866,-0.741697737,0
"530",106,4,0.374406986992532,70,485,-1.109636079,-0.149807866,-0.149807866,-0.616712577,0
"531",106,5,0.374406986992532,69,328,-1.109636079,-0.149807866,-0.149807866,-0.616712577,0
"532",107,1,0.135653056400709,520,642,0.956547268,-1.451648015,-1.451648015,1.62266982,0
"533",107,2,0.217397299598717,504,209,0.956547268,-1.581034348,-1.581034348,1.485401957,0
"534",107,3,0.241206382689948,519,100,0.956547268,-1.518714928,-1.518714928,1.710900771,0
"535",107,4,0.299156444788026,223,76,0.776698353,-1.581034348,-1.581034348,1.31687973,0
"536",107,5,0.375449722097073,221,457,0.776698353,-1.693735881,-1.693735881,1.508714825,0
"537",108,1,0.310818566492534,45,721,-1.109636079,-1.213548964,-1.213548964,0.646449775,1
"538",108,2,0.310818566492534,44,712,-1.109636079,-1.213548964,-1.213548964,0.646449775,0
"539",108,3,0.336006577692791,58,607,-1.536100669,-1.01100296,-1.01100296,0.800933818,0
"540",108,4,0.362529586659055,415,170,-1.109636079,-0.890212447,-0.890212447,0.376708903,1
"541",108,5,0.365344520604911,402,641,-1.109636079,-1.213548964,-1.213548964,0.481527201,1
"542",109,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"543",109,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"544",109,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"545",109,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"546",109,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"547",110,1,0.0414466288094197,511,320,0.956547268,0.172880205,0.172880205,-0.340579242,0
"548",110,2,0.136251112389676,522,639,0.956547268,0.172880205,0.172880205,-0.241291892,0
"549",110,3,0.200250149129253,503,504,0.776698353,0.172880205,0.172880205,-0.340579242,0
"550",110,4,0.2091739611366,229,616,0.776698353,0.172880205,0.172880205,-0.445717247,1
"551",110,5,0.337656678668286,274,723,0.776698353,0.172880205,0.172880205,-0.101636954,0
"552",111,1,0.111971071471409,226,678,0.104209089,0.643738116,0.643738116,-0.616712577,0
"553",111,2,0.249236057610457,215,11,-0.038570075,0.643738116,0.643738116,-0.616712577,0
"554",111,3,0.281194612641223,247,216,0.471473252,0.643738116,0.643738116,-0.557726799,0
"555",111,4,0.284639482296897,227,43,0.471473252,0.643738116,0.643738116,-0.741697737,0
"556",111,5,0.310274648579261,192,706,0.235528465,0.643738116,0.643738116,-0.951183901,0
"557",112,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"558",112,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"559",112,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"560",112,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"561",112,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"562",113,1,0.227951527840519,379,547,1.348487,-0.589133831,-0.589133831,1.689075155,0
"563",113,2,0.34833204023804,370,514,1.487729835,-0.589133831,-0.589133831,1.31687973,0
"564",113,3,0.468992578121153,556,738,1.487729835,-0.890212447,-0.890212447,1.291991927,0
"565",113,4,0.571001475467694,339,522,1.121961092,-0.890212447,-0.890212447,1.880324157,0
"566",113,5,0.596700653269101,334,505,0.956547268,-0.751539609,-0.751539609,1.710900771,1
"567",114,1,0.1382075168934,57,146,-0.572448496,-0.751539609,-0.751539609,-0.147060021,0
"568",114,2,0.157181535396275,49,612,-0.572448496,-0.890212447,-0.890212447,-0.101636954,1
"569",114,3,0.234142800754076,422,329,-0.572448496,-0.751539609,-0.751539609,0.151079212,1
"570",114,4,0.255230913032435,33,92,-0.572448496,-0.751539609,-0.751539609,-0.290258347,1
"571",114,5,0.312339177887724,405,699,-0.572448496,-1.01100296,-1.01100296,-0.013839696,0
"572",115,1,0.0630810607942815,142,359,0.471473252,-1.117854791,-1.117854791,0.266799003,0
"573",115,2,0.136357816237655,163,533,0.471473252,-1.01100296,-1.01100296,0.376708903,0
"574",115,3,0.221815371988915,461,270,0.578782997,-1.213548964,-1.213548964,0.412182818,0
"575",115,4,0.260043932996306,443,351,0.235528465,-1.01100296,-1.01100296,0.376708903,0
"576",115,5,0.324210756989771,182,709,0.357442558,-0.890212447,-0.890212447,0.412182818,0
"577",116,1,0.172375427696534,366,739,1.487729835,0.172880205,0.172880205,0.481527201,0
"578",116,2,0.205420866865237,365,604,1.487729835,0.172880205,0.172880205,0.447115082,0
"579",116,3,0.239360058902344,564,49,1.487729835,0.172880205,0.172880205,0.412182818,0
"580",116,4,0.275080754221713,558,450,1.348487,0.172880205,0.172880205,0.447115082,0
"581",116,5,0.329533127032406,557,610,1.348487,0.172880205,0.172880205,0.376708903,0
"582",117,1,0.142068367679136,572,698,1.487729835,1.49423964,1.49423964,-0.241291892,0
"583",117,2,0.142068367679136,373,554,1.487729835,1.49423964,1.49423964,-0.241291892,0
"584",117,3,0.142068367679136,570,496,1.487729835,1.49423964,1.49423964,-0.241291892,0
"585",117,4,0.142068367679136,569,337,1.487729835,1.49423964,1.49423964,-0.241291892,0
"586",117,5,0.142068367679136,568,30,1.487729835,1.49423964,1.49423964,-0.241291892,0
"587",118,1,0.164846350366417,57,146,-0.572448496,-0.751539609,-0.751539609,-0.147060021,0
"588",118,2,0.191149332936072,429,86,-0.572448496,-0.589133831,-0.589133831,0.070270318,0
"589",118,3,0.250790455656213,422,329,-0.572448496,-0.751539609,-0.751539609,0.151079212,1
"590",118,4,0.270584220660885,33,92,-0.572448496,-0.751539609,-0.751539609,-0.290258347,1
"591",118,5,0.307937140764661,428,661,-0.371410514,-0.589133831,-0.589133831,-0.013839696,0
